mepan_mepid,Groep,Parameter,Eenheid,Hoedanigheid,Berekening,Norm,Year,KRW_Value,mepan,mepid,X,Y
oVIRDGR800 (343504),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2021,,oVIRDGR800,343504,191578,414171
oVLIER_490 (900069),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2021,0.086,oVLIER_490,900069,184686,386799
oVLIER_850 (140242),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2021,0.088,oVLIER_850,140242,179615.774,387947.634
oVLIET_210 (340445),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2021,0.056,oVLIET_210,340445,151369,415346
oVLIET_900 (343440),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2021,0.062,oVLIET_900,343440,152819,418325
oVLVELO530 (990605),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2021,0.038,oVLVELO530,990605,141754,410432
oVOBRLO650 (140250),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2021,,oVOBRLO650,140250,184098,377509
oVOBRLO820 (140222),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2021,0.25,oVOBRLO820,140222,180701.4,378133.4
oVOBRLO880 (140301),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2021,0.24,oVOBRLO880,140301,179843.02,378101.3
oVVDEUR004 (900123),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2021,0.12,oVVDEUR004,900123,182738,384458
oVVRADI001 (900248),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2021,,oVVRADI001,900248,191660,401986
oWAMBBE750 (140291),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2021,0.13,oWAMBBE750,140291,153882.815,411797.334
oWAMBBE830 (140295),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2021,,oWAMBBE830,140295,153321.661,411979.655
oWILHKA100 (900071),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2021,0.18,oWILHKA100,900071,167074,391412
oZANDPL000 (345615),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2021,0.01,oZANDPL000,345615,136129.962,410103.164
oZANHLO800 (140270),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2021,,oZANHLO800,140270,173448.845,400519.49
oZUIDWV780 (144303),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.25,2021,0.08,oZUIDWV780,144303,153673.053,410229.513
oZUIDWV850 (149735),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.25,2021,0.098,oZUIDWV850,149735,149579,411412
oZUIDWV900 (149733),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.25,2021,,oZUIDWV900,149733,149162,411699
,,,,,,,2021,,,,,
"Applied filters:
Compartiment is AW
Parametergroep is NUTRIENT
naam is fosfor totaal-P (mg/l) (totaal)",,,,,,,2021,,,,,
oAFSLSC500 (340462),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.042,oAFSLSC500,340462,173691.925,419577.858
oANTHLO810 (340409),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.077,oANTHLO810,340409,185401.708,411550.789
oASTEAA330 (140231),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oASTEAA330,140231,187499.162,376411.467
oASTEAA470 (140236),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.21,oASTEAA470,140236,185849.591,379207.263
oASTEAA580 (140238),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oASTEAA580,140238,181975,381248
oASTEAA590 (140813),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oASTEAA590,140813,181160,382250
oASTEAA860 (140233),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.12,oASTEAA860,140233,178016.335,383343.122
oBAKEAA100 (140244),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oBAKEAA100,140244,177630,389080
oBAKEAA400 (900183),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.065,oBAKEAA400,900183,176880,389883
oBAKEPL004 (900167),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oBAKEPL004,900167,182220,392304
oBEEKGR460 (900009),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.29,oBEEKGR460,900009,168354.99,403226.57
oBEEKGR800 (990224),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,,oBEEKGR800,990224,165130,405190
oBEEKGR880 (140274),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.46,oBEEKGR880,140274,164725,404759
oBEEKLO890 (140223),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.082,oBEEKLO890,140223,177192.928,381477.022
oBERKEN003 (185104),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oBERKEN003,185104,178190,387189
oBERKLO100 (140827),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oBERKLO100,140827,182569,391022
oBIEZLO400 (900079),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,,oBIEZLO400,900079,165021.65,399092.91
oBIEZLO850 (140289),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.15,oBIEZLO850,140289,161139.881,405128.4
oBOEKVE000 (145550),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oBOEKVE000,145550,176393,400425
oBOSSSL870 (343521),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.24,oBOSSSL870,343521,143666.4,409502.6
oBROEWI004 (349747),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oBROEWI004,349747,181050,415700
oBUITLO300 (900187),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.13,oBUITLO300,900187,142305,414226
oCAMPBE200 (149741),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oCAMPBE200,149741,199654,396788
oCAMPBE700 (149742),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oCAMPBE700,149742,199920,397401
oDE_AA_004 (149350),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_004,149350,157055,407520
oDE_AA_100 (140210),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.89,oDE_AA_100,140210,180942.404,371640.71
oDE_AA_150 (143212),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_150,143212,180193.8,374255.2
oDE_AA_155 (900186),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.37,oDE_AA_155,900186,180021,375068
oDE_AA_160 (140377),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_160,140377,179766,375763
oDE_AA_190 (140308),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_190,140308,179688,378074
oDE_AA_210 (149409),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.46,oDE_AA_210,149409,178779,378709
oDE_AA_240 (140212),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_240,140212,176974.8,380889
oDE_AA_300 (140316),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_300,140316,176612,383153
oDE_AA_330 (140213),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.2,oDE_AA_330,140213,176059,386045
oDE_AA_331 (900080),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_331,900080,176309,383604
oDE_AA_370 (149395),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_370,149395,174973.893,390110.156
oDE_AA_400 (149394),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_400,149394,173650,390877
oDE_AA_410 (140218),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.53,oDE_AA_410,140218,173550.497,391606.784
oDE_AA_430 (145611),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_430,145611,172952,392829
oDE_AA_440 (140214),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.41,oDE_AA_440,140214,172892,393466
oDE_AA_445 (140422),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.97,oDE_AA_445,140422,172769,397123
oDE_AA_500 (140219),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.39,oDE_AA_500,140219,169471.081,400470.774
oDE_AA_600 (900003),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_600,900003,164680.73,404406.63
oDE_AA_630 (900001),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.29,oDE_AA_630,900001,163140.89,405257.16
oDE_AA_680 (140216),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.21,oDE_AA_680,140216,160181.613,406573.048
oDE_AA_750 (900006),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDE_AA_750,900006,156613,408271
oDE_AA_860 (143211),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.18,oDE_AA_860,143211,151019.494,411557.848
oDEBERG000 (145620),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oDEBERG000,145620,183954,405839
oDEKUIL001 (345571),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oDEKUIL001,345571,179782,412469
oDEVILT006 (140632),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oDEVILT006,140632,192729,410453
oDEVILT007 (140634),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oDEVILT007,140634,192276,410077
oDIEKLP006 (900320),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oDIEKLP006,900320,169744,424563
oDIEPLO250 (140229),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oDIEPLO250,140229,178497,372038
oDIEPLO550 (140227),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.32,oDIEPLO550,140227,179054.878,373129.503
oDIERBO000 (145590),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oDIERBO000,145590,157890,413041
oDIERBO002 (145592),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oDIERBO002,145592,157965,412968
oDIEZE_400 (149474),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDIEZE_400,149474,147266,414305
oDIEZE_550 (340405),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.14,oDIEZE_550,340405,147094,414719
oDIEZE_900 (342420),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.2,oDIEZE_900,342420,147111,416102
oDONVLO880 (140264),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oDONVLO880,140264,170522.077,395540.842
oDRONKA100 (990772),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,,oDRONKA100,990772,148417,410395
oDRONKA110 (900184),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.18,oDRONKA110,900184,148261,410235
oDRONKA310 (342408),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,,oDRONKA310,342408,144490,409070
oDRONKA400 (342406),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.2,oDRONKA400,342406,142350,408980
oDRONKA750 (140367),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.16,oDRONKA750,140367,134427,412729
oDRONKA820 (342407),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,,oDRONKA820,342407,133371,413851
oDUNGLO100 (900016),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,,oDUNGLO100,900016,155862,405087
oEESSEN100 (140829),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oEESSEN100,140829,183792,391132
oEEUWLO130 (140228),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oEEUWLO130,140228,187037.482,373341.756
oEEUWLO200 (140403),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oEEUWLO200,140403,187640,373708
oEEUWLO700 (140221),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.39,oEEUWLO700,140221,181998,375463
oEINDKA150 (144305),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oEINDKA150,144305,171985,384926
oELSEDO000 (145560),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oELSEDO000,145560,182058,398731
oENGEME100 (140410),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.03,2022,0.015,oENGEME100,140410,145226,413448
oENGEOO000 (345605),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.03,2022,,oENGEOO000,345605,145241.977,412830.28
oENGEWE000 (345606),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.03,2022,,oENGEWE000,345606,145159.296,412616.72
oESPELO820 (140258),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.036,oESPELO820,140258,176626.1,392653.3
oGANZVE000 (349757),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oGANZVE000,349757,169500,419000
oGEFFPL000 (345550),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oGEFFPL000,345550,162780.764,416955.674
oGEFFPL001 (345551),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oGEFFPL001,345551,162318,416682
oGOORLO210 (900238),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.3,oGOORLO210,900238,171947,382730
oGOORLO217 (149047),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oGOORLO217,149047,172115,382663
oGOORLO420 (900191),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oGOORLO420,900191,172046,388117
oGOORLO520 (140268),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.1,oGOORLO520,140268,170663,390401
oGOORLO590 (149418),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oGOORLO590,149418,170893,392167
oGOORLO670 (149419),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oGOORLO670,149419,171099.839,394062.672
oGOORLO690 (140262),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.2,oGOORLO690,140262,171028.807,394496.334
oGOORLO740 (900020),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oGOORLO740,900020,170809,395925
oGOORLO900 (140263),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.18,oGOORLO900,140263,168096.796,399616.086
oGRAARA100 (341427),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.065,oGRAARA100,341427,179511.142,416981.16
oGROHEI000 (145630),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oGROHEI000,145630,176445,391155
oGROOWE220 (143292),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,,oGROOWE220,143292,169661.742,411482.466
oGROOWE320 (140299),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.024,oGROOWE320,140299,167461.064,411523.094
oGROOWE460 (900022),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,,oGROOWE460,900022,164007.361,412786.091
oGROOWE550 (140296),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,,oGROOWE550,140296,162271.277,413056.997
oGROOWE650 (140292),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,,oGROOWE650,140292,159616.447,412419.302
oGROOWE690 (140391),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.67,oGROOWE690,140391,158682.6,412417.1
oGROOWE890 (140293),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.17,oGROOWE890,140293,152830.384,411969.634
oGROOWI000 (145610),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oGROOWI000,145610,153329,416359
oGROOWI001 (140300),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oGROOWI001,140300,152712,416136
oGULDAA790 (140259),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oGULDAA790,140259,173511,390572
oHALSBE570 (341429),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oHALSBE570,341429,177831.119,415100.47
oHARTGR000 (345540),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oHARTGR000,345540,172078,415348
oHAZELO400 (140645),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oHAZELO400,140645,164330,405618
oHEDIMA540 (343502),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.11,oHEDIMA540,343502,141315,415213
oHEESOM320 (342405),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oHEESOM320,342405,136958.06,415855.406
oHEINWI008 (349733),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oHEINWI008,349733,150695,413285
oHEINWI009 (349734),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oHEINWI009,349734,150540,413288
oHEISTI000 (345525),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oHEISTI000,345525,173631.428,411855.53
oHEMELR000 (145571),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oHEMELR000,145571,174970,405380
oHERPWI000 (349743),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oHERPWI000,349743,173896,420269
oHERTWE000 (900025),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.052,oHERTWE000,900025,173889.111,420838.671
oHERTWE100 (140423),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.11,oHERTWE100,140423,178623,419121
oHERTWE250 (340439),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oHERTWE250,340439,174157.446,420075.678
oHERTWE480 (900193),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.06,oHERTWE480,900193,165804,422545
oHERTWE570 (340449),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oHERTWE570,340449,163617,422883
oHERTWE610 (340435),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,,oHERTWE610,340435,162472.4,422067.5
oHERTWE690 (340438),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.77,oHERTWE690,340438,159993,420282
oHERTWE880 (340436),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.21,oHERTWE880,340436,153400,418120
oHERTWE900 (343430),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,,oHERTWE900,343430,152869,418370
oHOEFGR900 (340442),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.12,oHOEFGR900,340442,153115.055,417438.624
oHOOGRA440 (341430),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oHOOGRA440,341430,177245,415202
oHOOGRA660 (900026),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oHOOGRA660,900026,178667,416016
oHOOGRA860 (341426),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.045,oHOOGRA860,341426,179414,416469
oJANSBE880 (340412),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.03,oJANSBE880,340412,195782.666,405831.11
oKADEUR110 (140234),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oKADEUR110,140234,190256.355,375373.671
oKAMEVE000 (145802),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oKAMEVE000,145802,167881.537,389642.153
oKAWELO300 (900033),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oKAWELO300,900033,185783,390171
oKAWELO740 (140243),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.1,oKAWELO740,140243,179423,388530
oKIEVLO100 (900105),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oKIEVLO100,900105,179076.87,370896.63
oKIEVLO200 (140220),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oKIEVLO200,140220,179033.224,371217.852
oKLEIAA400 (900185),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.29,oKLEIAA400,900185,176093,376786
oKLEIAA890 (140225),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.055,oKLEIAA890,140225,176750,380913
oKLEIAA891 (900034),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oKLEIAA891,900034,176750,380914
oKLEIWE900 (140294),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.11,oKLEIWE900,140294,155985.929,413270.953
oKLOTPE000 (145804),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oKLOTPE000,145804,183696.9,394339.4
oKLVILT002 (140672),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oKLVILT002,140672,191737,411221
oKONIVL800 (342410),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2022,0.14,oKONIVL800,342410,134459.463,413199.906
oLAARWL260 (900038),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oLAARWL260,900038,190057,411621
oLAARWL300 (900195),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oLAARWL300,900195,189487,412013
oLAARWL430 (349100),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oLAARWL430,349100,188396,412358
oLAARWL750 (900037),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.092,oLAARWL750,900037,185197,413132
oLACTBE130 (341413),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.15,oLACTBE130,341413,190335,397095.5
oLACTBE800 (900247),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oLACTBE800,900247,192152,402066
oLACTBE880 (900190),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.079,oLACTBE880,900190,191704,402797
oLAGERA250 (999969),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.088,oLAGERA250,999969,187277.586,408358.502
oLAGERA350 (140396),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oLAGERA350,140396,185449,409855
oLAGERA370 (340429),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oLAGERA370,340429,185026.601,410372.842
oLAGERA401 (140812),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oLAGERA401,140812,184681,411200
oLAGERA490 (341420),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oLAGERA490,341420,183631.73,412742.809
oLAGERA520 (340520),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.049,oLAGERA520,340520,182994.52,413094.59
oLAGERA600 (185089),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oLAGERA600,185089,181993,413566
oLAGERA830 (900028),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oLAGERA830,900028,179543,418994
oLANDLO780 (140256),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.055,oLANDLO780,140256,174485.093,399397.734
oLEDEBE740 (340426),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.21,oLEDEBE740,340426,188856.127,405026.987
oLEIJGR330 (900180),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.35,oLEIJGR330,900180,169323,406905
oLEIJGR405 (140437),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,,oLEIJGR405,140437,169377,406570
oLEIJGR440 (140272),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oLEIJGR440,140272,168851.331,407575.966
oLEIJGR620 (149405),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oLEIJGR620,149405,164398.986,406912.085
oLEIJGR650 (149427),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oLEIJGR650,149427,163730.46,407230.21
oLEIJGR840 (147273),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2022,0.12,oLEIJGR840,147273,158824.42,408432.452
oLITHAS630 (340453),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oLITHAS630,340453,158216.748,424010.116
oLOKAGO800 (143273),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oLOKAGO800,143273,171559.44,404535.878
oLOONVA100 (342136),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.19,oLOONVA100,342136,137789,409150
oLORRGR700 (343515),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,0.25,oLORRGR700,343515,155708,420490
oLUISWE300 (342401),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,,oLUISWE300,342401,144655.832,415170.094
oMAHOGR000 (345531),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oMAHOGR000,345531,170223,415715
oMAHOKL000 (345530),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oMAHOKL000,345530,170214,415797
oMAXIMA001 (990193),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oMAXIMA001,990193,151242,416842
oMAXIMA003 (990195),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oMAXIMA003,990195,151320,416645
oMOBRLO250 (900070),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oMOBRLO250,900070,180986.99,395098.07
oMOERPU000 (349701),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oMOERPU000,349701,145642,410906
oMOLEHL220 (140283),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oMOLEHL220,140283,159457.23,405230.955
oMOLEHL500 (140327),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oMOLEHL500,140327,157556,405821
oMUNSWE500 (343514),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2022,,oMUNSWE500,343514,171508,418713
oMUNVEN000 (349756),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2022,,oMUNVEN000,349756,168500,417400
