mepan_mepid,Groep,Parameter,Eenheid,Hoedanigheid,Berekening,Norm,Year,KRW_Value,mepan,mepid,X,Y
oDRONKA100 (990772),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,,oDRONKA100,990772,148417,410395
oDRONKA110 (900184),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.22,oDRONKA110,900184,148261,410235
oDRONKA310 (342408),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.2,oDRONKA310,342408,144490,409070
oDRONKA400 (342406),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.27,oDRONKA400,342406,142350,408980
oDRONKA750 (140367),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,,oDRONKA750,140367,134427,412729
oDRONKA820 (342407),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.21,oDRONKA820,342407,133371,413851
oDUNGLO100 (900016),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,,oDUNGLO100,900016,155862,405087
oEESSEN100 (140829),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oEESSEN100,140829,183792,391132
oEEUWLO130 (140228),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oEEUWLO130,140228,187037.482,373341.756
oEEUWLO200 (140403),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oEEUWLO200,140403,187640,373708
oEEUWLO700 (140221),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oEEUWLO700,140221,181998,375463
oEINDKA150 (144305),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oEINDKA150,144305,171985,384926
oELSEDO000 (145560),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oELSEDO000,145560,182058,398731
oENGEME100 (140410),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.03,2020,0.015,oENGEME100,140410,145226,413448
oENGEOO000 (345605),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.03,2020,,oENGEOO000,345605,145241.977,412830.28
oENGEWE000 (345606),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.03,2020,,oENGEWE000,345606,145159.296,412616.72
oESPELO820 (140258),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.02,oESPELO820,140258,176626.1,392653.3
oGANZVE000 (349757),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oGANZVE000,349757,169500,419000
oGEFFPL000 (345550),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oGEFFPL000,345550,162780.764,416955.674
oGEFFPL001 (345551),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oGEFFPL001,345551,162318,416682
oGOORLO210 (900238),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.28,oGOORLO210,900238,171947,382730
oGOORLO217 (149047),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oGOORLO217,149047,172115,382663
oGOORLO420 (900191),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oGOORLO420,900191,172046,388117
oGOORLO520 (140268),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.14,oGOORLO520,140268,170663,390401
oGOORLO590 (149418),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oGOORLO590,149418,170893,392167
oGOORLO670 (149419),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oGOORLO670,149419,171099.839,394062.672
oGOORLO690 (140262),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oGOORLO690,140262,171028.807,394496.334
oGOORLO740 (900020),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.2,oGOORLO740,900020,170809,395925
oGOORLO900 (140263),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,0.18,oGOORLO900,140263,168096.796,399616.086
oGRAARA100 (341427),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.09,oGRAARA100,341427,179511.142,416981.16
oGROHEI000 (145630),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oGROHEI000,145630,176445,391155
oGROOWE220 (143292),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,,oGROOWE220,143292,169661.742,411482.466
oGROOWE320 (140299),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.041,oGROOWE320,140299,167461.064,411523.094
oGROOWE460 (900022),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,,oGROOWE460,900022,164007.361,412786.091
oGROOWE550 (140296),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,,oGROOWE550,140296,162271.277,413056.997
oGROOWE650 (140292),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,,oGROOWE650,140292,159616.447,412419.302
oGROOWE690 (140391),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.97,oGROOWE690,140391,158682.6,412417.1
oGROOWE890 (140293),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.17,oGROOWE890,140293,152830.384,411969.634
oGROOWI000 (145610),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oGROOWI000,145610,153329,416359
oGROOWI001 (140300),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oGROOWI001,140300,152712,416136
oGULDAA790 (140259),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oGULDAA790,140259,173511,390572
oHALSBE570 (341429),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.055,oHALSBE570,341429,177831.119,415100.47
oHARTGR000 (345540),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oHARTGR000,345540,172078,415348
oHAZELO400 (140645),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oHAZELO400,140645,164330,405618
oHEDIMA540 (343502),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,0.1,oHEDIMA540,343502,141315,415213
oHEESOM320 (342405),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oHEESOM320,342405,136958.06,415855.406
oHEINWI008 (349733),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oHEINWI008,349733,150695,413285
oHEINWI009 (349734),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oHEINWI009,349734,150540,413288
oHEISTI000 (345525),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oHEISTI000,345525,173631.428,411855.53
oHEMELR000 (145571),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oHEMELR000,145571,174970,405380
oHERPWI000 (349743),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oHERPWI000,349743,173896,420269
oHERTWE000 (900025),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.037,oHERTWE000,900025,173889.111,420838.671
oHERTWE100 (140423),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,,oHERTWE100,140423,178623,419121
oHERTWE250 (340439),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oHERTWE250,340439,174157.446,420075.678
oHERTWE480 (900193),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,,oHERTWE480,900193,165804,422545
oHERTWE570 (340449),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oHERTWE570,340449,163617,422883
oHERTWE610 (340435),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.39,oHERTWE610,340435,162472.4,422067.5
oHERTWE690 (340438),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.21,oHERTWE690,340438,159993,420282
oHERTWE880 (340436),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.28,oHERTWE880,340436,153400,418120
oHERTWE900 (343430),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.27,oHERTWE900,343430,152869,418370
oHOEFGR900 (340442),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.048,oHOEFGR900,340442,153115.055,417438.624
oHOOGRA440 (341430),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.053,oHOOGRA440,341430,177245,415202
oHOOGRA660 (900026),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.069,oHOOGRA660,900026,178667,416016
oHOOGRA860 (341426),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.031,oHOOGRA860,341426,179414,416469
oJANSBE880 (340412),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.031,oJANSBE880,340412,195782.666,405831.11
oKADEUR110 (140234),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oKADEUR110,140234,190256.355,375373.671
oKAMEVE000 (145802),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oKAMEVE000,145802,167881.537,389642.153
oKAWELO300 (900033),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oKAWELO300,900033,185783,390171
oKAWELO740 (140243),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oKAWELO740,140243,179423,388530
oKIEVLO100 (900105),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.17,oKIEVLO100,900105,179076.87,370896.63
oKIEVLO200 (140220),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oKIEVLO200,140220,179033.224,371217.852
oKLEIAA400 (900185),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oKLEIAA400,900185,176093,376786
oKLEIAA890 (140225),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.032,oKLEIAA890,140225,176750,380913
oKLEIAA891 (900034),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oKLEIAA891,900034,176750,380914
oKLEIWE900 (140294),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,0.095,oKLEIWE900,140294,155985.929,413270.953
oKLOTPE000 (145804),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oKLOTPE000,145804,183696.9,394339.4
oKLVILT002 (140672),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oKLVILT002,140672,191737,411221
oKONIVL800 (342410),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.11,oKONIVL800,342410,134459.463,413199.906
oLAARWL260 (900038),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oLAARWL260,900038,190057,411621
oLAARWL300 (900195),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oLAARWL300,900195,189487,412013
oLAARWL430 (349100),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.12,oLAARWL430,349100,188396,412358
oLAARWL750 (900037),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oLAARWL750,900037,185197,413132
oLACTBE130 (341413),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.17,oLACTBE130,341413,190335,397095.5
oLACTBE800 (900247),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oLACTBE800,900247,192152,402066
oLACTBE880 (900190),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.15,oLACTBE880,900190,191704,402797
oLAGERA250 (999969),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,0.01,oLAGERA250,999969,187277.586,408358.502
oLAGERA350 (140396),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oLAGERA350,140396,185449,409855
oLAGERA370 (340429),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oLAGERA370,340429,185026.601,410372.842
oLAGERA401 (140812),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oLAGERA401,140812,184681,411200
oLAGERA490 (341420),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oLAGERA490,341420,183631.73,412742.809
oLAGERA520 (340520),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oLAGERA520,340520,182994.52,413094.59
oLAGERA600 (185089),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oLAGERA600,185089,181993,413566
oLAGERA830 (900028),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oLAGERA830,900028,179543,418994
oLANDLO780 (140256),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,0.041,oLANDLO780,140256,174485.093,399397.734
oLEDEBE740 (340426),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.028,oLEDEBE740,340426,188856.127,405026.987
oLEIJGR330 (900180),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.25,oLEIJGR330,900180,169323,406905
oLEIJGR405 (140437),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oLEIJGR405,140437,169377,406570
oLEIJGR440 (140272),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oLEIJGR440,140272,168851.331,407575.966
oLEIJGR620 (149405),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oLEIJGR620,149405,164398.986,406912.085
oLEIJGR650 (149427),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oLEIJGR650,149427,163730.46,407230.21
oLEIJGR840 (147273),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.19,oLEIJGR840,147273,158824.42,408432.452
oLITHAS630 (340453),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oLITHAS630,340453,158216.748,424010.116
oLOKAGO800 (143273),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oLOKAGO800,143273,171559.44,404535.878
oLOONVA100 (342136),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,0.26,oLOONVA100,342136,137789,409150
oLORRGR700 (343515),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,0.14,oLORRGR700,343515,155708,420490
oLUISWE300 (342401),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,,oLUISWE300,342401,144655.832,415170.094
oMAHOGR000 (345531),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oMAHOGR000,345531,170223,415715
oMAHOKL000 (345530),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oMAHOKL000,345530,170214,415797
oMAXIMA001 (990193),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oMAXIMA001,990193,151242,416842
oMAXIMA003 (990195),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oMAXIMA003,990195,151320,416645
oMOBRLO250 (900070),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oMOBRLO250,900070,180986.99,395098.07
oMOERPU000 (349701),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oMOERPU000,349701,145642,410906
oMOLEHL220 (140283),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oMOLEHL220,140283,159457.23,405230.955
oMOLEHL500 (140327),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oMOLEHL500,140327,157556,405821
oMUNSWE500 (343514),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,,oMUNSWE500,343514,171508,418713
oMUNVEN000 (349756),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oMUNVEN000,349756,168500,417400
oNIEUWI000 (345610),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oNIEUWI000,345610,141168.913,411130.045
oOEFFRA200 (340413),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.055,oOEFFRA200,340413,195586.725,401455.619
oOEFFRA400 (900192),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.082,oOEFFRA400,900192,193283,404415
oOEFFRA710 (900042),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.067,oOEFFRA710,900042,191999,410935
oOEFFRA850 (340415),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.073,oOEFFRA850,340415,193439,413055
oOIJEWI000 (140314),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oOIJEWI000,140314,163510,425846
oOOSTAP001 (145502),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oOOSTAP001,145502,179294.265,382069.79
oOOSTPL000 (345600),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oOOSTPL000,345600,151799.337,410899.833
oOOSTPL005 (140404),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oOOSTPL005,140404,151806,411209
oOPLOMB700 (140415),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.45,oOPLOMB700,140415,190545,405643
oOUDEAA460 (900046),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oOUDEAA460,900046,182047,383443
oOUDEAA800 (140241),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oOUDEAA800,140241,179182.014,386789.616
oPEELKA100 (341414),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.09,oPEELKA100,341414,186301.4,397592
oPEELKA450 (341421),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.057,oPEELKA450,341421,181375.117,402713.363
oPEELKA650 (341422),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.1,oPEELKA650,341422,179346,408144
oPEELKA800 (900048),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oPEELKA800,900048,181917,411328
oPEELKA890 (341428),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oPEELKA890,341428,181074.852,414014.994
oPEELLO300 (900049),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oPEELLO300,900049,183787,394917
oPEELLO400 (900189),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oPEELLO400,900189,182493,396190
oPEELLO450 (149768),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oPEELLO450,149768,182291,396648
oPEELLO790 (900050),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oPEELLO790,900050,175865,398086
oPEELLO890 (140255),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.057,oPEELLO890,140255,173895,398339
oRADIOP003 (345578),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oRADIOP003,345578,192064,402564
oRAUWVE000 (145814),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oRAUWVE000,145814,171850,399477
oROEIVI000 (349826),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oROEIVI000,349826,139086,409163
oROODWE800 (340454),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2020,0.085,oROODWE800,340454,153398.369,418169.635
oROOYPL001 (145600),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oROOYPL001,145600,178142,398528
oSAMBUI860 (340410),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,0.063,oSAMBUI860,340410,195644.686,405805.552
oSCHAVE000 (345565),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSCHAVE000,345565,195692.286,398564.504
oSCHYLO820 (143281),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,0.22,oSCHYLO820,143281,156172.263,407627.611
oSLASTE002 (900272),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLASTE002,900272,184265,376236
oSLASTE003 (900273),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLASTE003,900273,183925,376405
oSLASTE006 (900280),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLASTE006,900280,184038,376308
oSLASTE007 (900279),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLASTE007,900279,184002,376240
oSLASTE008 (900277),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLASTE008,900277,184004,376241
oSLASTE009 (900278),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLASTE009,900278,184004,376241
oSLASTE010 (900281),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLASTE010,900281,184227,376105
oSLASTE011 (900282),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLASTE011,900282,184099,376320
oSLHAM_001 (340521),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLHAM_001,340521,144428,410658
oSLHOND001 (340522),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLHOND001,340522,147103,410331
oSLLIES001 (149746),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLLIES001,149746,169961,392493
oSLLITH001 (900319),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLLITH001,900319,158250,422454
oSLOSS_001 (900188),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2020,,oSLOSS_001,900188,160292,421295
oSLVLVE000 (343506),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLVLVE000,343506,141963,410690
oSLVLVE010 (343556),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLVLVE010,343556,141422,410605
oSLVLVE011 (343557),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSLVLVE011,343557,142369,410434
oSNELLO160 (142252),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.12,oSNELLO160,142252,186069.3,392481.7
oSNELLO200 (140828),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,,oSNELLO200,140828,183791,391364
oSNELLO300 (900181),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.12,oSNELLO300,900181,182646,391773
oSNELLO700 (900182),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.041,oSNELLO700,900182,177773,393055
oSNELLO810 (140254),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.049,oSNELLO810,140254,173889.196,396072.903
oSOELO_820 (140232),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2020,0.19,oSOELO_820,140232,186328.954,379370.813
oSTDENB003 (900061),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB003,900061,149720,415941
oSTDENB012 (343539),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB012,343539,148971.562,414215.683
oSTDENB038 (990115),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB038,990115,151150,416575
oSTDENB050 (990131),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB050,990131,151702,411982
oSTDENB051 (990132),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB051,990132,150228,411765
oSTDENB067 (990152),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB067,990152,151707,413228
oSTDENB076 (990161),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB076,990161,153817,415033
oSTDENB110 (990764),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB110,990764,154306,416224
oSTDENB116 (990803),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB116,990803,154154,416348
oSTDENB118 (185088),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB118,185088,151118,414546
oSTDENB125 (900249),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB125,900249,154047,416112
oSTDENB128 (149744),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB128,149744,152300,414542
oSTDENB129 (149745),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB129,149745,152854,415036
oSTDENB131 (140205),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB131,140205,150285,413299
oSTDENB132 (140206),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB132,140206,149652,413490
oSTDENB133 (140325),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB133,140325,152648,415148
oSTDENB138 (185132),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDENB138,185132,148205,412110
oSTDEUR003 (900096),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDEUR003,900096,182562.9,384370.9
oSTDEUR005 (999971),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTDEUR005,999971,184209,386759
oSTEELO200 (900807),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTEELO200,900807,158829,404472
oSTEELO300 (900808),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTEELO300,900808,159039,404607
oSTEELO440 (900067),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTEELO440,900067,159334,404416
oSTGEFF000 (185073),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTGEFF000,185073,159962,416710
oSTGEME002 (185063),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTGEME002,185063,176055,395664
oSTGRAV000 (349760),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTGRAV000,349760,179055,418906
oSTHEES002 (149438),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTHEES002,149438,165310,415504
oSTHELM000 (143006),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTHELM000,143006,175189,387991
oSTHELM028 (140397),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTHELM028,140397,175142,387898
oSTRAVE000 (343532),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTRAVE000,343532,173035.992,423326.369
oSTRAVE001 (343533),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTRAVE001,343533,173632.663,422987.718
oSTRAVE002 (343554),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTRAVE002,343554,173443,423023
oSTRAVE005 (343555),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTRAVE005,343555,172994,423207
oSTRAVE006 (185003),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2020,,oSTRAVE006,185003,173040,423214
